wind_speed,wind_direction,turbulence_intensity,num_turbines,wind_direction_sin,wind_direction_cos,wind_speed_squared,wind_speed_cubed,wake_adjusted_wind,prediction_kw
5.643639,287.00912,0.06,87.0,-0.9562582,0.292524,31.850662,179.75365,5.305021,52187.824
8.017953,61.390385,0.06,87.0,0.8779026,0.4788392,64.28757,515.4547,7.5368757,152389.22
14.419804,67.70033,0.06,101.0,0.9252119,0.3794508,207.93074,2998.3203,13.554615,342685.34
12.893097,338.31052,0.08,147.0,-0.36957622,0.9292004,166.23195,2143.2446,11.8616495,498760.06
4.106612,37.26807,0.08,147.0,0.605545,0.79581106,16.864264,69.25499,3.7780833,30415.807
16.916178,86.159,0.1,147.0,0.9977538,0.066987954,286.15707,4840.684,15.22456,498759.56
10.260394,179.72401,0.08,147.0,0.004816841,-0.9999884,105.27569,1080.17,9.439563,491416.3
8.529406,185.06848,0.06,51.0,-0.08834636,-0.9960898,72.75076,620.52075,8.017641,99576.055
16.894646,204.3047,0.1,77.0,-0.41158918,-0.9113695,285.42905,4822.2227,15.205181,261254.94
8.745955,200.54253,0.1,77.0,-0.3509025,-0.936412,76.49174,668.99335,7.87136,170786.56
14.345344,4.273488,0.1,77.0,0.0745173,0.99721974,205.78888,2952.1123,12.9108095,261255.3
16.685522,108.36345,0.08,51.0,0.9490772,-0.31504366,278.40665,4645.3604,15.35068,173039.03
5.609886,326.19324,0.08,188.0,-0.5563937,0.8309188,31.470823,176.54773,5.161095,91192.86
18.507153,345.9245,0.08,101.0,-0.24320027,0.96997607,342.5147,6338.9717,17.02658,342685.22
18.856726,292.64145,0.1,188.0,-0.92293197,0.3849631,355.5761,6705.001,16.971052,637869.56
6.8647003,128.64189,0.06,77.0,0.7810641,-0.62445086,47.12411,323.4929,6.4528184,83806.13
12.0994625,134.36884,0.1,145.0,0.7148531,-0.6992746,146.39699,1771.325,10.889516,491973.56
24.11163,226.83109,0.08,147.0,-0.7293399,-0.68415153,581.37067,14017.794,22.1827,498759.6
5.261353,343.11014,0.06,51.0,-0.2905329,0.956865,27.681835,145.6439,4.945672,23080.059
4.657407,194.36479,0.1,145.0,-0.24809465,-0.9687358,21.691439,101.02585,4.191666,47682.703
8.050289,300.13083,0.08,145.0,-0.86488146,0.5019762,64.80715,521.7164,7.406266,255812.12
6.3629584,127.85534,0.1,87.0,0.78956264,-0.61366993,40.48724,257.61862,5.7266626,75620.914
6.624307,323.83105,0.1,145.0,-0.5901682,0.8072803,43.881447,290.68417,5.9618764,119508.96
17.845205,23.779015,0.06,188.0,0.40321016,0.9151074,318.45135,5682.8296,16.774492,637869.3
6.7805395,12.356662,0.1,147.0,0.21399651,0.9768344,45.975716,311.74017,6.1024857,154158.28
9.421767,227.13504,0.08,188.0,-0.7329591,-0.68027276,88.7697,836.36743,8.668026,430727.16
16.872787,9.59828,0.06,145.0,0.16673915,0.986001,284.69095,4803.53,15.86042,491973.53
9.765246,260.9835,0.1,51.0,-0.98764324,-0.15671906,95.36004,931.21423,8.788722,152367.4
6.4276633,232.1388,0.06,145.0,-0.7894998,-0.61375076,41.314857,265.55798,6.0420036,129486.06
14.709147,104.80621,0.06,101.0,0.9667957,-0.2555506,216.35902,3182.4568,13.826598,342685.9
12.961564,213.30017,0.06,188.0,-0.5490253,-0.8358057,168.00214,2177.5706,12.18387,637869.8
20.674988,275.6179,0.06,188.0,-0.9951969,0.09789363,427.4551,8837.629,19.434488,637873.56
20.512585,29.588823,0.08,101.0,0.49377224,0.8695913,420.76614,8631.001,18.871578,342687.4
11.590404,354.19998,0.1,188.0,-0.10105661,0.9948807,134.33745,1557.0253,10.431363,631265.1
6.5734205,36.754726,0.08,77.0,0.5983907,0.80120444,43.209858,284.03656,6.047547,67708.24
24.966692,307.1716,0.1,145.0,-0.7968295,0.60420424,623.3357,15562.631,22.470022,491971.84
16.901691,131.13416,0.08,145.0,0.7531714,-0.65782434,285.66718,4828.2583,15.549556,491973.6
5.0429177,154.17967,0.1,87.0,0.43555048,-0.9001643,25.431019,128.24654,4.5386257,37193.586
18.234982,35.64848,0.08,188.0,0.58281076,0.81260794,332.51456,6063.3965,16.776182,637869.44
8.626396,230.12764,0.1,147.0,-0.7674745,-0.6410795,74.41471,641.9308,7.7637568,320913.06
9.901687,337.9541,0.06,145.0,-0.37534922,0.92688346,98.043396,970.79504,9.307586,451753.72
13.859575,188.8581,0.08,51.0,-0.15398774,-0.98807275,192.08783,2662.2556,12.75081,173039.05
24.415707,153.61714,0.1,147.0,0.44436717,-0.89584476,596.1267,14554.855,21.974136,498759.5
8.956707,285.2821,0.06,145.0,-0.9646398,0.26357177,80.2226,718.53033,8.419305,355746.56
6.336138,219.77039,0.1,101.0,-0.6397125,-0.7686143,40.14664,254.37465,5.702524,75243.58
16.62149,358.40454,0.06,188.0,-0.027842414,0.99961233,276.27396,4592.085,15.624201,637870.0
12.636808,313.3005,0.06,145.0,-0.7277667,0.6858248,159.68892,2017.9584,11.8786,491974.16
16.14206,304.91312,0.06,77.0,-0.82002085,0.57233363,260.56607,4206.073,15.173535,261255.19
6.8971496,59.34091,0.1,51.0,0.8602166,0.5099288,47.57067,328.10205,6.2074347,52932.11
4.5914507,285.05975,0.1,188.0,-0.9656554,0.25982627,21.081419,96.7943,4.1323056,45786.56
22.791277,174.66661,0.06,145.0,0.092950836,-0.9956707,519.4423,11838.753,21.4238,491973.62
19.903206,35.069767,0.1,51.0,0.57457346,0.818453,396.1376,7884.408,17.912886,173039.89
11.670163,168.4218,0.08,101.0,0.20070522,-0.9796517,136.1927,1589.3911,10.73655,341883.16
10.363133,280.62393,0.06,101.0,-0.9828584,0.18436189,107.39453,1112.9438,9.741345,314054.22
12.320458,84.253944,0.1,77.0,0.9949754,0.10011957,151.7937,1870.168,11.088412,261255.1
